ID_Cliente,Edad,Prima_Seguro,Tipo_Seguro,Genero,Antiguedad_Cliente_Anios,Reclamos_Anuales,Provincia,Canal_Contratacion,Tiene_Descuento,Satisfaccion_Cliente
406,34,24652.26,Salud,M,12,2,Tucumán,Online,1,3
407,61,9505.46,Auto,M,7,1,Entre Ríos,Sucursal,0,1
408,45,11379.11,Vida,M,8,0,Entre Ríos,Sucursal,0,3
409,47,9413.64,Auto,F,5,1,Santa Fe,Agente,0,4
410,46,8793.57,Hogar,F,9,1,Mendoza,Teléfono,1,3
411,63,8717.84,Hogar,M,14,1,Corrientes,Online,0,4
412,70,18337.16,Vida,M,4,2,Entre Ríos,Teléfono,0,2
413,23,11639.21,Tecnología,M,5,3,Chaco,Teléfono,0,2
414,52,11294.09,Vida,M,12,3,Córdoba,Sucursal,0,2
415,58,11084.1,Salud,M,5,1,Misiones,Sucursal,0,3
416,54,15378.52,Vida,M,8,2,Entre Ríos,Agente,1,4
417,41,11256.33,Vida,F,3,1,Chaco,Sucursal,0,4
418,46,13548.68,Auto,M,1,2,Salta,Agente,1,3
419,66,12329.65,Auto,F,10,0,Salta,Online,0,3
420,63,6082.77,Hogar,F,10,1,Misiones,Online,0,4
421,70,15342.52,Hogar,M,8,0,Mendoza,Sucursal,1,2
422,48,17406.39,Auto,M,1,1,Tucumán,Sucursal,0,2
423,52,9497.79,Auto,F,9,1,Misiones,Teléfono,0,5
424,50,10220.59,Auto,F,8,1,Buenos Aires,Agente,1,3
425,69,9376.08,Tecnología,F,1,0,Mendoza,Online,0,5
426,38,11383.37,Hogar,M,11,2,Entre Ríos,Online,1,3
427,49,12465.63,Hogar,M,7,1,Misiones,Teléfono,0,4
428,40,18033.67,Auto,F,8,3,Corrientes,Sucursal,0,2
429,50,12809.91,Vida,F,11,0,Salta,Online,0,2
430,20,8565.62,Auto,M,9,1,Chaco,Sucursal,1,3
431,35,6798.24,Auto,F,8,4,Misiones,Teléfono,0,3
432,42,10569.37,Vida,M,9,1,Corrientes,Teléfono,1,2
433,59,11480.68,Auto,Otro,8,0,Mendoza,Sucursal,1,2
434,48,17402.04,Auto,F,1,1,Buenos Aires,Online,0,1
435,71,10001.89,Auto,M,3,1,Chaco,Agente,0,4
436,20,11938.5,Auto,F,6,2,Córdoba,Sucursal,0,3
437,57,11515.8,Auto,F,11,2,Buenos Aires,Sucursal,0,1
438,63,14195.18,Hogar,M,1,3,Entre Ríos,Online,0,2
439,41,25023.12,Salud,F,0,3,Corrientes,Teléfono,0,2
440,67,11599.61,Vida,Otro,2,2,Misiones,Online,1,3
441,49,11581.18,Vida,M,11,1,Misiones,Online,1,1
442,64,15085.73,Auto,F,3,3,Santa Fe,Sucursal,1,4
443,39,11231.1,Viaje,F,7,1,Salta,Online,1,1
444,40,15940.12,Hogar,F,5,1,Entre Ríos,Sucursal,0,2
445,19,13116.96,Auto,F,10,1,Corrientes,Online,0,4
446,44,12038.76,Vida,F,1,1,Misiones,Sucursal,1,4
447,59,13539.16,Auto,F,14,1,Córdoba,Online,0,1
448,19,13516.11,Hogar,F,8,0,Chaco,Online,1,4
449,43,16629.89,Vida,M,13,3,Entre Ríos,Online,0,3
450,34,10709.64,Viaje,M,1,3,Mendoza,Agente,0,4
451,57,13770.02,Hogar,M,12,3,Córdoba,Teléfono,1,3
452,50,19411.05,Salud,F,14,2,Chaco,Online,1,3
453,26,11577.18,Tecnología,F,11,1,Tucumán,Teléfono,0,5
454,60,13740.74,Auto,M,4,1,Salta,Sucursal,1,2
455,71,11158.52,Auto,M,11,1,Entre Ríos,Agente,0,3
456,65,11090.14,Hogar,F,3,2,Corrientes,Online,0,3
457,56,14179.53,Hogar,M,12,0,Buenos Aires,Sucursal,1,1
458,46,8009.19,Hogar,M,6,0,Chaco,Online,0,1
459,59,10585.42,Viaje,M,7,2,Mendoza,Online,0,2
460,72,13067.97,Salud,F,4,0,Misiones,Agente,0,3
461,43,13542.1,Vida,M,9,4,Buenos Aires,Sucursal,0,3
462,52,14355.36,Hogar,M,13,0,Córdoba,Online,0,3
463,67,15472.62,Salud,M,13,0,Salta,Online,0,1
464,42,8531.45,Tecnología,M,4,1,Corrientes,Teléfono,0,3
465,41,8698.6,Salud,M,1,1,Buenos Aires,Sucursal,1,5
466,30,13762.64,Auto,M,7,4,Mendoza,Online,0,3
467,24,15757.39,Vida,F,13,1,Chaco,Agente,1,3
468,74,18878.74,Auto,M,1,1,Corrientes,Online,0,4
469,53,10514.34,Auto,M,9,2,Tucumán,Online,0,4
470,62,12343.2,Auto,M,11,1,Misiones,Agente,0,3
471,37,14342.6,Vida,F,5,5,Salta,Online,0,4
472,18,19332.07,Vida,F,7,3,Buenos Aires,Online,0,3
473,25,10935.52,Auto,M,5,4,Salta,Sucursal,0,4
474,63,11467.06,Hogar,M,3,2,Salta,Teléfono,0,2
475,33,12153.69,Hogar,M,12,1,Salta,Online,0,2
476,31,10869.83,Hogar,M,3,1,Chaco,Agente,0,1
477,29,9816.77,Auto,M,5,2,Salta,Teléfono,0,4
478,68,11262.27,Hogar,M,13,1,Tucumán,Online,0,3
479,40,18909.26,Salud,M,14,2,Córdoba,Teléfono,1,2
480,32,7932.5,Auto,M,12,2,Mendoza,Online,0,2
481,45,11888.8,Auto,M,3,1,Corrientes,Sucursal,0,5
482,51,8409.64,Hogar,F,7,1,Tucumán,Teléfono,0,4
483,19,12416.63,Viaje,F,8,1,Corrientes,Agente,1,3
484,49,7549.57,Vida,M,0,3,Mendoza,Online,0,3
485,40,11220.2,Vida,F,12,1,Córdoba,Sucursal,1,3
486,39,11521.64,Hogar,F,3,2,Entre Ríos,Sucursal,0,3
487,68,19785.54,Vida,F,3,3,Corrientes,Online,1,5
488,42,11203.03,Auto,F,1,1,Corrientes,Online,1,2
489,39,11224.72,Vida,F,5,0,Córdoba,Online,1,3
490,39,14469.12,Viaje,F,2,3,Buenos Aires,Sucursal,0,3
491,66,8012.75,Vida,M,6,2,Tucumán,Sucursal,0,3
492,69,3753.22,Viaje,M,12,1,Buenos Aires,Online,0,3
493,59,16438.06,Salud,F,10,2,Buenos Aires,Teléfono,0,3
494,23,9573.22,Auto,F,10,0,Buenos Aires,Teléfono,1,2
495,32,6562.67,Viaje,M,4,0,Salta,Sucursal,0,3
496,71,14047.58,Auto,F,3,0,Misiones,Online,0,2
497,60,14550.82,Vida,M,4,2,Corrientes,Sucursal,0,2
498,54,9678.54,Auto,M,7,0,Buenos Aires,Online,0,1
499,50,7275.0,Auto,M,2,2,Tucumán,Online,0,4
500,25,12867.37,Hogar,F,13,1,Misiones,Teléfono,1,3
501,70,13845.66,Auto,M,6,1,Misiones,Online,0,3
502,61,10312.47,Hogar,F,14,3,Buenos Aires,Online,0,4
503,61,20811.88,Vida,M,13,1,Chaco,Online,0,3
504,22,7688.72,Auto,M,5,1,Buenos Aires,Online,0,3
505,56,6525.76,Auto,F,11,0,Chaco,Online,0,3
506,21,10511.56,Vida,F,0,4,Buenos Aires,Agente,0,3
507,23,10093.24,Hogar,F,12,0,Tucumán,Online,1,3
508,62,15642.03,Salud,M,6,4,Chaco,Online,1,3
509,49,12549.18,Vida,F,13,1,Salta,Online,1,4
510,69,16168.64,Salud,M,12,2,Misiones,Agente,0,4
511,47,8588.99,Vida,F,6,1,Buenos Aires,Sucursal,1,2
512,64,14971.29,Hogar,M,13,1,Misiones,Online,1,2
513,52,13199.62,Vida,M,14,1,Buenos Aires,Teléfono,1,3
514,72,15407.08,Auto,M,11,1,Corrientes,Online,0,3
515,57,11598.18,Hogar,M,0,1,Corrientes,Online,1,1
516,69,16608.36,Salud,F,8,1,Santa Fe,Online,1,4
517,33,12039.3,Hogar,F,5,0,Buenos Aires,Online,1,2
518,30,16180.38,Salud,M,14,3,Santa Fe,Online,0,5
519,67,17369.44,Salud,F,11,1,Córdoba,Sucursal,1,4
520,59,13178.71,Viaje,F,1,0,Córdoba,Online,1,4
521,47,10000.6,Viaje,F,4,3,Misiones,Sucursal,0,2
522,36,12487.01,Hogar,F,12,1,Chaco,Online,0,2
523,34,10070.79,Hogar,F,10,2,Buenos Aires,Online,1,3
524,73,19346.46,Vida,M,3,1,Mendoza,Sucursal,0,2
525,36,8330.82,Hogar,F,6,2,Buenos Aires,Agente,0,3
526,45,20473.67,Vida,M,7,1,Buenos Aires,Online,0,3
527,72,14551.34,Salud,F,10,2,Mendoza,Sucursal,1,2
528,43,7849.97,Vida,M,13,4,Córdoba,Online,0,2
529,54,10924.31,Hogar,F,14,0,Santa Fe,Online,0,4
530,43,9182.54,Auto,M,10,1,Misiones,Online,0,2
531,70,13221.93,Hogar,M,0,0,Córdoba,Online,1,1
532,40,9246.34,Auto,F,4,0,Mendoza,Online,0,3
533,26,8055.31,Viaje,M,14,2,Buenos Aires,Online,1,5
534,29,4621.38,Hogar,Otro,2,0,Córdoba,Teléfono,1,3
535,70,10207.39,Auto,M,0,1,Tucumán,Online,0,2
536,18,3181.2,Auto,M,11,0,Corrientes,Sucursal,0,3
537,18,7002.78,Vida,F,2,0,Buenos Aires,Online,0,5
538,64,16605.61,Vida,M,13,3,Entre Ríos,Sucursal,0,4
539,51,12867.4,Hogar,F,5,3,Mendoza,Sucursal,0,3
540,49,12894.01,Auto,F,13,1,Salta,Online,1,3
541,71,7809.07,Hogar,Otro,6,3,Chaco,Online,1,3
542,65,10506.87,Hogar,F,7,1,Salta,Teléfono,0,1
543,42,13405.95,Vida,M,12,5,Córdoba,Teléfono,0,3
544,57,9052.38,Vida,M,10,1,Buenos Aires,Online,0,4
545,62,15130.19,Hogar,M,3,3,Chaco,Online,0,5
546,70,14595.3,Auto,Otro,2,1,Chaco,Teléfono,0,2
547,18,7649.69,Tecnología,F,4,2,Misiones,Online,1,1
548,33,10410.66,Hogar,F,8,1,Salta,Sucursal,1,3
549,56,14372.7,Vida,F,12,2,Buenos Aires,Online,0,4
550,22,4482.28,Auto,F,5,0,Misiones,Online,1,4
551,39,9648.47,Hogar,F,14,2,Santa Fe,Sucursal,0,2
552,46,9209.46,Auto,F,8,1,Salta,Sucursal,1,2
553,72,9813.68,Vida,M,14,1,Corrientes,Online,0,3
554,20,7525.36,Tecnología,M,5,2,Corrientes,Sucursal,0,3
555,29,15683.06,Hogar,F,1,1,Misiones,Teléfono,1,4
556,43,13544.78,Auto,M,12,2,Santa Fe,Sucursal,0,3
557,33,9445.11,Auto,F,4,0,Tucumán,Online,1,4
558,68,12397.75,Hogar,F,11,0,Tucumán,Sucursal,0,3
559,54,16157.88,Auto,M,10,2,Corrientes,Teléfono,0,4
560,39,14441.29,Auto,M,8,1,Entre Ríos,Teléfono,0,3
561,74,14990.45,Salud,M,7,1,Mendoza,Sucursal,0,4
562,46,8519.19,Hogar,F,6,4,Mendoza,Online,0,2
563,31,13614.14,Auto,M,0,2,Entre Ríos,Teléfono,0,3
564,45,10512.41,Viaje,M,3,1,Misiones,Sucursal,0,2
565,22,14174.14,Auto,M,11,1,Mendoza,Online,0,3
566,64,10164.42,Tecnología,M,6,1,Mendoza,Sucursal,1,3
567,66,13808.66,Hogar,M,10,2,Salta,Online,0,2
568,47,8024.86,Viaje,M,6,1,Salta,Sucursal,1,5
569,63,18767.83,Vida,M,14,3,Entre Ríos,Online,0,2
570,69,15519.92,Salud,Otro,5,0,Buenos Aires,Sucursal,0,4
571,22,13200.62,Tecnología,M,7,0,Santa Fe,Agente,0,5
572,29,9015.68,Auto,F,10,4,Misiones,Teléfono,0,1
573,33,12496.31,Tecnología,M,12,2,Salta,Agente,0,3
574,43,11023.73,Hogar,F,5,2,Salta,Agente,0,2
575,43,8475.75,Hogar,F,9,1,Tucumán,Online,0,1
576,65,9198.34,Hogar,M,2,3,Santa Fe,Sucursal,0,3
577,38,12130.65,Vida,M,3,3,Tucumán,Sucursal,1,5
578,56,12959.75,Auto,M,13,2,Buenos Aires,Teléfono,0,1
579,53,15569.06,Vida,F,2,0,Santa Fe,Online,0,3
580,50,11262.57,Vida,M,0,0,Mendoza,Agente,0,3
581,47,14367.72,Salud,F,14,0,Tucumán,Sucursal,1,4
582,54,23537.53,Salud,Otro,9,1,Corrientes,Teléfono,0,1
583,40,15582.63,Hogar,Otro,4,0,Misiones,Online,0,3
584,27,11578.97,Hogar,M,14,2,Mendoza,Online,0,3
585,71,11835.41,Auto,M,0,0,Santa Fe,Teléfono,0,3
586,22,11616.1,Auto,M,0,4,Corrientes,Online,0,5
587,53,13554.6,Auto,M,1,0,Buenos Aires,Teléfono,1,4
588,51,7441.62,Hogar,F,12,0,Corrientes,Online,0,1
589,69,10840.66,Auto,F,3,0,Salta,Sucursal,0,3
590,48,4475.4,Tecnología,M,5,2,Entre Ríos,Online,0,3
591,27,14826.97,Vida,M,7,0,Corrientes,Sucursal,0,3
592,36,12301.59,Hogar,F,12,2,Chaco,Sucursal,0,3
593,49,11605.57,Vida,M,2,1,Buenos Aires,Online,0,3
594,18,16374.16,Auto,F,0,2,Mendoza,Online,0,3
595,73,7052.7,Hogar,M,2,1,Tucumán,Online,0,5
596,22,7508.94,Vida,M,11,2,Córdoba,Sucursal,0,1
597,62,11293.36,Hogar,M,2,3,Buenos Aires,Sucursal,1,5
598,21,13351.29,Hogar,M,4,0,Chaco,Teléfono,0,3
599,33,12371.42,Tecnología,F,10,3,Salta,Sucursal,0,3
600,41,8171.02,Viaje,F,11,3,Tucumán,Sucursal,0,4
601,33,17536.85,Vida,M,11,2,Misiones,Online,0,3
602,72,13569.81,Vida,M,3,1,Córdoba,Online,0,3
603,19,12516.76,Vida,F,12,1,Corrientes,Online,0,3
604,66,14576.08,Auto,M,3,3,Chaco,Agente,1,3
605,45,12406.97,Hogar,F,8,2,Corrientes,Teléfono,1,5
606,49,6287.9,Auto,M,6,1,Misiones,Online,0,4
607,44,14869.62,Hogar,M,3,2,Buenos Aires,Sucursal,1,2
608,37,18752.35,Vida,F,2,0,Entre Ríos,Teléfono,1,2
609,41,9345.64,Auto,F,5,0,Chaco,Sucursal,0,3
610,29,9239.93,Tecnología,M,2,3,Santa Fe,Online,1,1
611,67,11003.88,Viaje,M,5,1,Mendoza,Online,0,3
612,52,15614.83,Salud,M,10,2,Santa Fe,Sucursal,0,2
613,50,11353.8,Vida,M,12,1,Entre Ríos,Agente,0,3
614,50,7686.62,Viaje,M,10,1,Misiones,Sucursal,0,1
615,68,11595.67,Auto,Otro,12,1,Santa Fe,Online,0,3
616,60,19525.47,Salud,M,12,4,Salta,Online,0,3
617,54,13333.88,Auto,M,11,0,Chaco,Teléfono,1,3
618,29,12733.42,Salud,F,8,1,Salta,Teléfono,1,5
619,20,13746.61,Auto,F,5,3,Córdoba,Sucursal,1,4
620,18,1488.93,Viaje,M,11,0,Entre Ríos,Sucursal,1,3
621,50,12601.67,Viaje,F,3,1,Córdoba,Online,1,1
622,57,5828.95,Auto,M,14,1,Córdoba,Teléfono,0,4
623,27,9182.68,Hogar,M,4,0,Córdoba,Teléfono,0,5
624,60,5912.79,Tecnología,M,12,3,Buenos Aires,Online,0,4
625,61,6725.96,Hogar,F,5,0,Buenos Aires,Teléfono,1,2
626,46,12594.23,Viaje,F,10,2,Entre Ríos,Online,0,5
627,30,11475.97,Vida,F,2,0,Tucumán,Online,1,2
628,29,11329.51,Hogar,F,7,2,Santa Fe,Online,0,4
629,48,11325.16,Auto,F,3,1,Buenos Aires,Online,0,5
630,63,13204.23,Auto,M,7,3,Corrientes,Online,1,2
631,19,14512.66,Salud,M,9,3,Salta,Sucursal,0,5
632,68,6831.02,Hogar,M,9,2,Buenos Aires,Sucursal,0,3
633,67,17555.44,Vida,M,2,3,Misiones,Sucursal,0,5
634,52,9038.73,Hogar,F,9,2,Córdoba,Online,0,2
635,40,7329.32,Vida,M,6,1,Buenos Aires,Online,1,5
636,34,8184.08,Viaje,M,10,0,Entre Ríos,Sucursal,0,1
637,43,12031.82,Tecnología,F,12,2,Salta,Online,0,4
638,25,12800.67,Hogar,M,11,0,Salta,Online,0,3
639,46,12995.66,Salud,F,8,1,Tucumán,Teléfono,1,3
640,43,12963.12,Salud,M,3,0,Mendoza,Teléfono,0,2
641,27,12015.62,Vida,Otro,7,0,Mendoza,Teléfono,0,4
642,43,13414.19,Tecnología,F,2,4,Santa Fe,Sucursal,1,2
643,51,12770.39,Auto,M,6,2,Corrientes,Online,0,3
644,68,13099.13,Auto,M,2,0,Chaco,Sucursal,1,2
645,58,12361.77,Viaje,Otro,11,3,Entre Ríos,Online,0,5
646,24,10956.37,Hogar,F,14,0,Misiones,Sucursal,0,1
647,21,13122.02,Salud,M,14,1,Buenos Aires,Online,0,2
648,70,9169.86,Viaje,F,6,2,Entre Ríos,Teléfono,1,2
649,67,11433.72,Auto,F,13,2,Corrientes,Online,1,3
650,62,9519.5,Viaje,F,10,1,Mendoza,Agente,0,2
651,28,12462.89,Hogar,Otro,9,4,Entre Ríos,Teléfono,0,3
652,46,13662.59,Vida,M,9,1,Buenos Aires,Sucursal,1,4
653,73,16587.3,Vida,M,10,2,Tucumán,Teléfono,0,4
654,53,9312.06,Viaje,M,10,3,Santa Fe,Sucursal,1,3
655,42,11679.5,Auto,F,5,0,Tucumán,Teléfono,0,1
656,38,4385.4,Hogar,F,1,2,Mendoza,Sucursal,1,3
657,74,17313.67,Vida,F,10,1,Córdoba,Teléfono,0,2
658,53,15985.26,Salud,F,2,1,Mendoza,Sucursal,0,4
659,27,17162.24,Vida,F,5,1,Santa Fe,Agente,0,2
660,54,1982.35,Auto,F,13,1,Buenos Aires,Sucursal,1,3
661,26,18151.63,Auto,F,3,2,Corrientes,Sucursal,0,3
662,41,9991.23,Hogar,F,5,2,Chaco,Teléfono,0,4
663,52,19174.37,Salud,F,0,1,Tucumán,Teléfono,0,2
664,66,8228.31,Auto,F,9,2,Mendoza,Sucursal,0,3
665,52,13542.15,Auto,Otro,11,3,Corrientes,Online,1,2
666,65,6121.8,Tecnología,M,0,2,Tucumán,Sucursal,1,4
667,53,9471.56,Auto,Otro,2,2,Mendoza,Agente,0,5
668,35,12943.67,Tecnología,F,7,3,Santa Fe,Teléfono,1,3
669,66,12916.34,Vida,F,7,1,Tucumán,Teléfono,1,3
670,56,15473.22,Salud,M,10,1,Mendoza,Online,1,5
671,49,14361.22,Auto,F,3,2,Buenos Aires,Sucursal,0,3
672,41,13045.76,Auto,F,5,0,Santa Fe,Sucursal,1,3
673,40,15031.76,Salud,F,14,2,Corrientes,Teléfono,0,3
674,49,16022.83,Salud,F,7,0,Corrientes,Online,0,3
675,54,24634.35,Salud,F,6,1,Chaco,Teléfono,1,2
676,29,11099.85,Auto,F,10,0,Entre Ríos,Sucursal,0,4
677,66,15504.62,Salud,M,6,1,Córdoba,Online,0,3
678,72,19132.74,Salud,F,12,1,Buenos Aires,Online,1,1
679,30,17611.55,Vida,F,3,2,Santa Fe,Online,1,4
680,40,19385.53,Salud,M,8,1,Tucumán,Sucursal,0,3
681,42,17102.67,Salud,F,11,2,Corrientes,Online,1,2
682,52,9062.29,Vida,F,9,1,Buenos Aires,Online,0,3
683,58,16970.32,Auto,M,5,2,Santa Fe,Teléfono,0,4
684,47,7030.96,Hogar,F,13,1,Santa Fe,Online,1,4
685,34,12338.7,Auto,F,11,1,Tucumán,Online,0,5
686,66,8397.17,Hogar,M,10,1,Santa Fe,Sucursal,0,4
687,37,10177.58,Hogar,F,2,2,Misiones,Sucursal,0,1
688,65,12734.92,Auto,M,4,2,Buenos Aires,Teléfono,0,3
689,42,11384.07,Hogar,M,4,0,Mendoza,Sucursal,0,4
690,39,12782.34,Auto,F,13,1,Corrientes,Teléfono,1,3
691,30,21077.58,Salud,M,4,0,Corrientes,Sucursal,1,3
692,36,10584.54,Viaje,M,7,4,Mendoza,Online,0,3
693,66,10854.28,Auto,F,8,1,Buenos Aires,Online,1,3
694,53,10843.81,Tecnología,M,12,2,Córdoba,Sucursal,0,5
695,29,17928.93,Vida,F,8,1,Buenos Aires,Online,0,3
696,58,7528.9,Auto,M,12,0,Salta,Teléfono,1,3
697,36,13331.42,Auto,F,5,0,Santa Fe,Sucursal,0,5
698,29,16024.58,Vida,F,5,4,Entre Ríos,Online,0,3
699,26,13010.23,Salud,F,8,0,Tucumán,Online,0,2
700,24,20017.97,Salud,M,3,1,Misiones,Online,0,3
701,45,10954.81,Auto,F,5,2,Entre Ríos,Sucursal,1,4
702,31,11724.4,Auto,F,3,0,Mendoza,Sucursal,0,4
703,48,9960.78,Hogar,F,10,0,Tucumán,Sucursal,0,4
704,69,11741.41,Auto,M,0,3,Tucumán,Online,0,4
705,36,7742.29,Auto,M,6,1,Tucumán,Sucursal,0,2
706,64,6887.84,Auto,M,13,0,Corrientes,Teléfono,0,4
707,33,21026.93,Salud,M,9,2,Misiones,Online,0,4
708,70,7413.21,Viaje,M,10,2,Corrientes,Sucursal,1,2
709,22,7245.82,Hogar,F,11,3,Santa Fe,Agente,1,2
710,52,3705.85,Viaje,M,5,0,Salta,Online,0,5
711,29,8373.11,Hogar,M,8,0,Chaco,Sucursal,0,4
712,42,6450.73,Hogar,Otro,6,0,Misiones,Online,0,4
713,69,17108.66,Auto,M,12,2,Entre Ríos,Sucursal,1,4
714,38,17318.28,Vida,F,6,1,Santa Fe,Online,1,3
715,53,6878.44,Tecnología,F,1,1,Buenos Aires,Agente,0,3
716,70,22484.5,Vida,M,11,1,Mendoza,Teléfono,1,3
717,40,13345.3,Hogar,M,10,1,Salta,Teléfono,0,1
718,33,12063.16,Vida,M,14,1,Santa Fe,Teléfono,0,4
719,74,3491.96,Auto,M,8,0,Buenos Aires,Sucursal,0,3
720,56,15745.55,Viaje,M,9,0,Salta,Sucursal,0,3
721,62,8200.66,Vida,F,8,1,Buenos Aires,Teléfono,0,3
722,70,5763.8,Hogar,M,5,3,Misiones,Agente,0,3
723,59,17578.02,Vida,F,12,0,Buenos Aires,Sucursal,0,2
724,56,23075.04,Vida,F,2,0,Salta,Agente,0,2
725,31,15878.1,Auto,F,0,1,Buenos Aires,Sucursal,0,2
726,48,15679.25,Vida,M,3,0,Entre Ríos,Sucursal,0,2
727,22,13182.69,Auto,F,13,0,Santa Fe,Sucursal,0,5
728,52,18104.35,Salud,F,13,1,Salta,Online,0,2
729,40,17587.51,Salud,M,2,2,Entre Ríos,Online,0,2
730,46,15641.0,Salud,F,13,0,Buenos Aires,Online,0,3
731,60,14006.38,Vida,M,11,0,Buenos Aires,Sucursal,0,3
732,28,13035.89,Vida,M,0,5,Tucumán,Online,0,2
733,35,8861.92,Auto,M,2,1,Salta,Sucursal,0,4
734,64,13461.16,Salud,M,13,0,Misiones,Agente,0,4
735,29,5703.24,Auto,F,13,0,Buenos Aires,Online,1,2
736,26,9964.98,Hogar,M,3,3,Mendoza,Sucursal,0,2
737,27,8007.65,Auto,F,12,0,Corrientes,Online,0,5
738,61,7968.15,Auto,M,12,2,Chaco,Online,0,4
739,34,14041.58,Vida,F,14,1,Corrientes,Teléfono,0,3
740,55,16143.61,Auto,M,13,1,Misiones,Sucursal,0,1
741,24,18096.93,Salud,F,7,1,Santa Fe,Teléfono,0,3
742,63,5918.5,Hogar,F,8,2,Córdoba,Online,0,3
743,30,8034.23,Auto,F,2,1,Mendoza,Sucursal,1,2
744,57,17239.0,Vida,F,5,0,Córdoba,Online,0,3
745,59,8347.79,Auto,M,9,2,Buenos Aires,Online,0,3
746,26,10518.71,Auto,F,10,1,Santa Fe,Online,0,3
747,67,16980.22,Salud,M,14,1,Entre Ríos,Online,1,4
748,44,8244.47,Auto,Otro,4,3,Buenos Aires,Online,1,4
749,19,14632.58,Salud,M,5,2,Córdoba,Online,0,3
750,22,6817.71,Auto,F,3,2,Buenos Aires,Agente,1,4
751,46,9475.49,Auto,F,9,4,Chaco,Online,0,2
752,54,15883.09,Salud,M,5,3,Tucumán,Online,1,4
753,55,5771.02,Hogar,F,6,0,Chaco,Online,1,2
754,36,12813.56,Auto,F,8,2,Santa Fe,Sucursal,0,1
755,25,10191.09,Hogar,M,9,1,Entre Ríos,Online,1,3
756,65,13473.22,Auto,M,6,1,Chaco,Teléfono,0,3
757,62,15560.44,Salud,M,5,1,Salta,Agente,0,5
758,18,14272.42,Hogar,F,0,3,Entre Ríos,Online,0,3
759,39,14915.94,Salud,M,1,0,Córdoba,Sucursal,1,2
760,69,8530.6,Viaje,F,0,1,Chaco,Online,0,3
761,34,10706.89,Hogar,F,8,4,Tucumán,Sucursal,0,3
762,24,10706.9,Viaje,M,9,1,Entre Ríos,Sucursal,1,3
763,42,10566.58,Hogar,F,9,2,Buenos Aires,Online,0,3
764,62,8717.42,Tecnología,F,8,2,Tucumán,Online,0,4
765,21,8893.42,Auto,F,6,1,Buenos Aires,Sucursal,0,4
766,53,10944.69,Vida,M,12,1,Chaco,Sucursal,0,5
767,23,6022.18,Hogar,M,1,4,Mendoza,Online,0,2
768,48,15728.73,Hogar,M,5,2,Mendoza,Sucursal,0,4
769,36,8508.93,Vida,M,10,2,Córdoba,Sucursal,1,3
770,61,11699.79,Salud,F,3,2,Tucumán,Teléfono,1,3
771,71,9339.26,Auto,F,0,3,Buenos Aires,Online,0,3
772,56,14513.25,Auto,F,0,2,Misiones,Teléfono,0,5
773,44,13201.21,Salud,F,11,1,Tucumán,Sucursal,0,4
774,27,18136.2,Vida,M,4,2,Salta,Online,0,5
775,43,6813.62,Tecnología,M,11,1,Córdoba,Sucursal,0,4
776,36,15531.77,Salud,F,1,2,Corrientes,Sucursal,0,5
777,56,6555.17,Tecnología,F,3,2,Corrientes,Agente,1,4
778,20,23209.63,Salud,F,0,2,Buenos Aires,Online,0,3
779,62,7700.92,Auto,F,3,2,Mendoza,Sucursal,0,2
780,30,12322.41,Auto,M,10,2,Entre Ríos,Online,1,3
781,67,17331.86,Salud,F,5,1,Salta,Agente,0,1
782,45,15063.82,Vida,F,9,0,Corrientes,Online,0,3
783,37,10758.55,Auto,M,3,2,Buenos Aires,Agente,0,3
784,45,10060.54,Hogar,F,0,0,Buenos Aires,Agente,0,3
785,25,8355.14,Tecnología,M,6,0,Chaco,Online,1,5
786,58,13006.69,Vida,F,13,2,Mendoza,Teléfono,0,5
787,56,13451.64,Hogar,M,1,1,Tucumán,Agente,1,2
788,18,16811.57,Hogar,Otro,8,0,Entre Ríos,Online,1,3
789,20,9360.27,Auto,M,12,0,Chaco,Sucursal,1,3
790,30,6190.59,Hogar,F,2,1,Corrientes,Sucursal,1,3
791,45,10185.15,Hogar,M,7,1,Entre Ríos,Online,0,4
792,74,20253.04,Auto,F,12,3,Córdoba,Online,0,3
793,66,11284.57,Salud,F,7,2,Mendoza,Online,0,3
794,42,15337.35,Hogar,F,2,1,Corrientes,Online,0,4
795,73,21776.34,Salud,F,3,1,Buenos Aires,Sucursal,1,4
796,50,8005.32,Viaje,M,1,4,Corrientes,Online,0,2
797,55,13427.65,Auto,M,3,2,Misiones,Teléfono,1,4
798,70,20050.75,Vida,M,10,1,Santa Fe,Teléfono,1,3
799,23,9092.62,Hogar,M,10,1,Santa Fe,Online,1,2
800,61,9060.33,Viaje,M,10,1,Corrientes,Sucursal,1,1
801,62,9700.46,Auto,F,13,0,Misiones,Sucursal,0,3
802,49,9532.45,Vida,F,8,3,Corrientes,Agente,0,3
803,62,11087.82,Vida,M,1,2,Santa Fe,Online,0,2
804,64,7601.0,Auto,F,11,0,Chaco,Online,0,3
805,38,11492.48,Auto,M,11,5,Córdoba,Agente,0,4
806,33,10327.1,Vida,F,12,0,Santa Fe,Agente,1,2
807,71,15691.9,Salud,F,2,1,Córdoba,Teléfono,1,1
808,38,5712.31,Hogar,F,14,3,Buenos Aires,Teléfono,0,4
809,28,14570.43,Vida,F,10,1,Córdoba,Online,0,1
810,54,13040.59,Hogar,F,10,2,Chaco,Sucursal,0,5
